rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000071	342.23840719509997	-2.6795836508060775	0.18261175473562663	-14.673664653654983	9.506873412950042e-49	8.791745268442578e-46
FBgn0000075	2.0524421521126954	0.41431661830463884	1.2041594695285731	0.34407122045624344	0.7307927257725431	NA
FBgn0000077	224.19908328608614	0.05596505887552298	0.156728955624033	0.35708180822549446	0.7210305628708421	0.9271231620779581
FBgn0000078	29.015781714027423	1.0202600303656686	0.3972636290442089	2.5682190761342776	0.010222252987272215	0.08611316964885288
FBgn0000079	159.51529380095707	1.0670958215596416	0.3540538707706277	3.0139363234103858	0.0025788192540461205	0.028926566915668275
FBgn0000083	5442.631704543613	0.008288092716899642	0.13445090293040923	0.06164400934659023	0.9508463291721974	0.9896651247305134
FBgn0000084	1695.9100208876798	0.14862327515561785	0.1704327367906048	0.8720347860060345	0.38318940076080565	0.765000091756341
FBgn0000092	12.612898272447094	-0.7535643515197261	0.4972031260187059	-1.5156066245073754	0.1296188509912825	0.46360880825115786
FBgn0000094	21.09000887108774	-0.45245186540878596	0.45264176910475273	-0.99958045476814394	0.31751358578160604	0.7193125268570812
FBgn0000097	3047.8238441652798	-0.007042919149040131	0.12162187031943242	-0.05790832792278505	0.9538216495330589	0.9903514956416729
FBgn0000099	1.6717340460853989	0.4427046516614491	1.4349029596923746	0.3085258474596495	0.7576822354290516	NA
FBgn0000100	25406.837438452832	0.16121418638135626	0.1304270718034629	1.2360484993812146	0.21644053646663866	0.6036979172291668
FBgn0000108	50.073954150076084	-0.20586454183819672	0.3710549249302467	-0.5548088113286637	0.5790254395846492	0.8663003296176588
FBgn0000109	132.5281640984968	0.24001284484367894	0.2808109687877895	0.854713211096316	0.3927099349832711	0.7698061293036961
FBgn0000114	3.6912056458997804	0.014860700683100322	1.089199017417838	0.013643696372707492	0.9891142430444096	NA
FBgn0000115	572.4816758898131	-0.063957227260667035	0.11934611682696025	-0.5358970108210435	0.5920297304693158	0.8735786375355431
FBgn0000116	658.3922469506062	-1.2907858844582758	0.18993754294437679	-6.795843857137198	1.0768035484903969e-11	8.617534552005359e-10
FBgn0000117	10812.682313562964	-0.15673404111880362	0.11652951410031587	-1.3450158299285209	0.17862012258327867	0.5496217313062687
FBgn0000119	643.4936040109524	0.10532558340009508	0.11917597628311036	0.8837820061141118	0.3768139016546255	0.7612214158957556
FBgn0000120	0	NA	NA	NA	NA	NA
FBgn0000121	9.080373216196104	-0.0817995868671532	0.6162275230372798	-0.13274250793599265	0.894397023845846	0.9779393136758446
FBgn0000137	0.08734367694653804	-0.9002942265914778	3.8101648829646195	-0.236287471604372	0.8132096079424729	NA
FBgn0000139	647.1940028935821	0.4033657324736912	0.11223870031623046	3.5938204143242545	3.2586448019076013e-4	0.00526634964782077
FBgn0000140	946.0013676351045	-0.07187900766820408	0.1444634583010271	-0.49755840344362734	0.6187953285483453	0.8870861183482216
FBgn0000142	1905.92194472857	0.09869508456579958	0.1070850414793785	0.9216514575922857	0.3567104083973261	0.7468003709159896
FBgn0000146	1576.3064147581267	-0.49015761787218587	0.09963471562135648	-4.919546513636274	8.674495328042188e-7	2.8601300302309972e-5
FBgn0000147	415.443457019284	-0.4196698300036452	0.1395037323570681	-3.0083053902061585	0.0026270899834584206	0.0293493556138583
FBgn0000150	8947.899876791342	-0.2775374182326489	0.14427455158101965	-1.923675486711136	0.05439527253027252	0.27555194964665747
FBgn0000152	510.94105249910626	-0.13605698568233673	0.14181936738617432	-0.9593681609920978	0.3373733087967817	0.7337513876543477
FBgn0000153	24.802962120149516	0.19518031224199509	0.4117982011380763	0.47397077428356943	0.6355207483167472	0.8956043325838616
FBgn0000157	0.2848543360533047	1.6685896384591783	3.6156649618248573	0.4614890085438189	0.6444478054202658	NA
FBgn0000158	6.04274854909531	-0.12761356483284117	0.7015972052045689	-0.1818900700946095	0.855668997425763	NA
FBgn0000163	896.1172489346447	0.12162471876060005	0.1549449377101967	0.784954452581616	0.43248027405331135	0.7951255403016811
FBgn0000166	8.046143138028908	0.015886836130448445	0.7033172747477812	0.022588434410552014	0.9819785694786928	0.9950094513965377
FBgn0000171	6836.918631409068	0.029380872750687306	0.16267645639425257	0.18060924980737006	0.8566742949922184	0.9664754356376309
FBgn0000173	1545.7615351869188	-0.1537177594440481	0.11927670013460415	-1.2887492634401951	0.1974852698585638	0.5779430031760993
FBgn0000179	1.0641266789311294	-0.8036874961155075	1.8474616382440794	-0.43502256256826666	0.6635460503464871	NA
FBgn0000180	27.40685186164501	-0.3973275102104189	0.40018729074012654	-0.9928538946741197	0.3207811609997374	0.721371475391074
FBgn0000181	13451.887725985685	0.16677109307944657	0.10092102399937623	1.6524910912564397	0.09843447974486921	0.3941773887246952
FBgn0000182	3.817863082093884	0.2059208919579094	0.9143104991765648	0.22521987021188467	0.8218082323155793	NA
FBgn0000183	2642.6463634342144	0.013425676558581442	0.08449512864565001	0.15889290629860028	0.8737532496476375	0.9725716725492723
FBgn0000206	0	NA	NA	NA	NA	NA
FBgn0000210	1573.200605669259	-0.03410156872016954	0.15332558330074586	-0.222412776694153	0.823992566530274	0.9609109674892518
FBgn0000212	3287.464960867753	-0.09942546457410084	0.10469007253100356	-0.949712443313633	0.3422583853350648	0.737629063166042
FBgn0000216	0.19004814543694687	0.7724101892307986	3.8134257311318924	0.20255021172302562	0.8394866085070972	NA
FBgn0000221	208.61988716935502	0.2523862260273415	0.16318650476953822	1.5466121195731013	0.12195680549215274	0.44650228967217126
FBgn0000227	0	NA	NA	NA	NA	NA
FBgn0000228	781.1713112385614	0.10499346841869586	0.12534695605529114	0.8376228009269148	0.4022425830094098	0.7758667481778257
FBgn0000229	907.4859668644525	0.11438224144390942	0.1816341116172048	0.6297398678336964	0.5288647937962655	0.848258321290542
FBgn0000233	5.157426367297559	0.9162305204648574	0.8417062027687475	1.0885395847755026	0.27635697128410464	NA
FBgn0000239	2481.486239535565	0.027928439727221602	0.09469315790530773	0.29493619544455135	0.76804262117414	0.9449553388365185
FBgn0000241	8.279845271948583	-0.05159119900583871	0.7372660363929726	-0.06997636736156379	0.9442124696309121	0.9890162478749582
FBgn0000242	160.6702874606279	-0.1142926319040924	0.1645757662880594	-0.6944681740326478	0.4873886529708052	0.8276264420965425
FBgn0000244	510.1869283786876	0.3978013453982896	0.13380067095556691	2.9730893167971715	0.0029481864688937474	0.032075498013859685
FBgn0000246	176.41172412569654	-0.16816526944985993	0.3068845100590078	-0.5479757496314334	0.5837085542481982	0.8692363337005377
FBgn0000247	2662.774419579034	0.1628574881786702	0.12134712784269852	1.3420794630572657	0.17957023198292063	0.5508594214829808
FBgn0000250	2251.3370922709246	0.10157114342927237	0.10597250092486862	0.9584669847631823	0.3378273318704958	0.7337513876543477
FBgn0000251	1.974925622283889	-0.4279900275166585	1.198797109139991	-0.35701623256640624	0.7210796536501154	NA
FBgn0000253	10292.420742236152	-0.07967619881629832	0.1527996230931539	-0.5214423779548457	0.6020586365242211	0.8789849793176491
FBgn0000256	2184.412746294406	0.4508265380474358	0.12960559073575004	3.478449775879005	5.043229345982396e-4	0.007689859127613813
FBgn0000257	753.2793593625763	-0.05728155082074098	0.14375650262010575	-0.3984623288458438	0.6902894214475872	0.9158867662812209
FBgn0000258	1079.5721674489284	-0.06027342767756519	0.39173275160740895	-0.1538636415521638	0.8777172525026806	0.9743237536238596
FBgn0000259	2030.2547090542425	0.04723236836856874	0.1797545968876654	0.2627602808849768	0.7927353512834918	0.9517999082598311
FBgn0000261	1903.1759382178345	0.16276195066253493	0.12743993999145573	1.2771659392922454	0.20154366920247183	0.5861186622465431
FBgn0000273	2102.2377542858703	0.12556266040654585	0.14909216199506758	0.8421814985196864	0.3996863682648733	0.7745261101440141
FBgn0000274	0	NA	NA	NA	NA	NA
FBgn0000276	69.49685911255233	-0.1521377999482507	0.412343003416259	-0.36895933406845766	0.712158036247518	0.9225356164495085
FBgn0000277	31.980751770035845	0.48706915307045073	0.5046656778496951	0.9651323132291847	0.334478543965831	0.7327888711312481
FBgn0000278	44.702843645213576	0.6697817367604693	0.2998539757220943	2.2336930339093626	0.025503277671443822	0.1656592668242646
FBgn0000279	98.31314691907127	-0.4892643547494388	0.23059050073976817	-2.121788855914736	0.03385547288990773	0.20170300705991556
FBgn0000280	0.49493356146143047	-1.0230405172624784	2.6835537728797685	-0.3812260173809134	0.7030355451300501	NA
FBgn0000281	0.9926360894943523	0.36113840401480685	1.7606620085917541	0.20511512275070862	0.8374821813806331	NA
FBgn0000283	3526.310085587951	0.12020758346308426	0.11723132554219524	1.025387906407471	0.30518019219236636	0.7073763171720312
FBgn0000286	484.87382556772405	0.5315690966448088	0.13146407356886153	4.043455236204667	5.2669215636222515e-5	0.0011106496265043662
FBgn0000287	0.692535396871298	-0.2427029730065893	2.4456361978111176	-0.09923919723784438	0.9209483535538242	NA
FBgn0000289	3448.762629532962	0.1808643110501923	0.10211549094942218	1.7711740830759402	0.07653175761625268	0.33827605875733996
FBgn0000299	50847.617910807436	-0.6364645483817164	0.1326391109193762	-4.798468143899028	1.5988373075833649e-6	4.9839411651746614e-5
FBgn0000303	2.692039391622573	-0.7402877108227697	1.0825039928768785	-0.6838660325449426	0.4940597648728227	NA
FBgn0000307	1642.8245444460538	0.05423959199668728	0.16558440697391325	0.327564611837106	0.7432408825450086	0.9364683793250134
FBgn0000308	16758.116975813584	-0.03783131435281122	0.1488447940413755	-0.25416619100762755	0.7993671687664439	0.9536383762953812
FBgn0000313	58.39294439318345	-0.017633742997506197	0.2371807942609606	-0.07434726345550766	0.9407340702652583	0.9890152728553695
FBgn0000316	1.906787471687594	0.32315151128332875	1.4169210478978358	0.22806599687594514	0.8195949340691371	NA
FBgn0000317	1436.6804845246409	0.07232668017073579	0.1283681943762798	0.5634314677569423	0.5731411144407437	0.8644813136457559
FBgn0000318	906.7536161327919	-0.25423262276938735	0.14019884276646183	-1.813371763651993	0.06977450155848067	0.3197370049402822
FBgn0000319	14032.90584677287	-0.024704366883690123	0.12029124475087823	-0.20537127980388414	0.8372820574146916	0.9617304117944354
FBgn0000320	1.1618079734189177	0.7671062454601859	1.9825229657923942	0.3869343552111546	0.6988048065694338	NA
FBgn0000326	269.3686061438965	-0.16026465105521032	0.1432501652025685	-1.1187746333735937	0.2632362960814783	0.6633108362961381
FBgn0000330	227.23039666720376	0.1742401877231456	0.17378355516371105	1.0026275936120905	0.31604057702681077	0.7181014803696821
FBgn0000337	25.32923182669851	-0.006702575046587967	0.37767381127846045	-0.017746994486853976	0.9858406903616674	0.996375478552539
FBgn0000338	1832.904011006137	-0.19208908505161745	0.16851016257638055	-1.139925818803654	0.2543172074745194	0.6540907798813719
FBgn0000339	565.9486722534722	-0.008440371492712791	0.16945332026755522	-0.04980941936921638	0.9602742604308918	0.9904155912778669
FBgn0000346	94.01267522433287	-0.6414076187335299	0.21788975607982888	-2.9437254429645403	0.003242875430241272	0.034647563807314645
FBgn0000351	34.31752076079773	-0.3843156305427166	0.32453434268004167	-1.1842063535371765	0.23633138770212464	0.6334579325294117
FBgn0000352	837.4274258010031	-0.04157557951228305	0.10831161770267392	-0.3838515239095784	0.7010884973092313	0.9182188519256188
FBgn0000355	0.37219801299984273	0.7646435270292805	2.9030073985283416	0.26339703006506665	0.7922445794764323	NA
FBgn0000356	0	NA	NA	NA	NA	NA
FBgn0000357	3.4120632979214776	-0.3915251482126474	0.9191917446916665	-0.42594502232391185	0.6701479072610625	NA
FBgn0000358	0.0796749105101128	0.7197636852045819	3.81458895662518	0.18868708880271254	0.8503380714592127	NA
FBgn0000359	0.5124565886367813	1.058434596084452	2.41025956712658	0.4391371827832956	0.6605621383020153	NA
FBgn0000360	0.6550963661882728	-0.051744480842198695	2.5469050687670354	-0.020316611512830495	0.9837908044510519	NA
FBgn0000363	3.1983903478174733	0.053533433933368485	0.9821222608492449	0.0545079121687741	0.9565305049639485	NA
FBgn0000370	11183.343311542609	0.09415073840649481	0.1116699845546565	0.8431158899320259	0.3991636327401281	0.7742341913996938
FBgn0000376	1250.2190762953578	-0.08940313886091114	0.13727144709522915	-0.6512872177918371	0.514861098051546	0.8432279569224485
FBgn0000377	892.7831454175648	-0.08860939573467498	0.11698424156014893	-0.757447281385462	0.448781938628989	0.8084874621664666
FBgn0000382	733.1715758232037	0.12566463424151783	0.14254012102001792	0.8816088645236232	0.37798835975057327	0.7612808147074793
FBgn0000384	598.7715358061396	-0.02119839703838665	0.16473591032005733	-0.1286810932552673	0.8976099964092289	0.9782385753717444
FBgn0000392	1080.2270178158885	-0.46580517867667215	0.10927855958228185	-4.262548668807643	2.021084617605949e-5	4.889967230329742e-4
FBgn0000394	621.778335326083	0.1884417311454669	0.127137342943773	1.482190258048778	0.1382896779905243	0.4783962813961495
FBgn0000395	496.8749067951156	0.3762173256140129	0.20230330848751502	1.8596696634708316	0.06293227659367835	0.30050793923648017
FBgn0000404	2429.4518011551263	-0.06370839221615891	0.10099862774813444	-0.630784730808738	0.5281812885249304	0.848258321290542
FBgn0000405	2318.162568449112	-0.5266307921790215	0.11935770046570153	-4.412206251664118	1.0232256802226285e-5	2.669688820217222e-4
FBgn0000406	265.5082072197056	2.0331945985971998	0.2795097132047309	7.274146487739255	3.486175292456164e-13	3.454218685608649e-11
FBgn0000409	4201.616131330039	0.10314652992747042	0.1131227844199603	0.9118103877689772	0.3618685411173507	0.7488851986607369
FBgn0000411	0	NA	NA	NA	NA	NA
FBgn0000412	2799.1454130172215	-0.23385679394014672	0.11093382466368358	-2.108074743200524	0.03502452473570948	0.2058680221577048
FBgn0000413	2709.401773538601	0.00735653577715461	0.15196994123377705	0.04840783458511686	0.9613912155306727	0.9904155912778669
FBgn0000414	2340.5108785044727	0.24193237813652438	0.10229949464373356	2.3649420652474764	0.018032891622480035	0.13122000498641903
FBgn0000416	38598.401058965836	0.3705065383664384	0.07572465610461293	4.8928124263065245	9.940513741729052e-7	3.2318318700160505e-5
FBgn0000422	6.742653955687281	-0.4401766942903847	0.677921762374257	-0.6493030888236605	0.5161424896457567	0.8439501047411262
FBgn0000426	698.1853519332976	-0.19536497783704818	0.14945522352528687	-1.3071806607280854	0.19115136199035193	0.5699994587526013
FBgn0000427	0.19004814543694687	0.7724101892307986	3.8134257311318924	0.20255021172302562	0.8394866085070972	NA
FBgn0000439	0	NA	NA	NA	NA	NA
FBgn0000442	3.5897609042414413	-0.3414642016616893	0.9497147815893935	-0.35954394759470043	0.719188207211866	NA
FBgn0000447	619.7669357228342	-0.5271567835751989	0.11854667126988552	-4.446829066799051	8.714712763028186e-6	2.3397598169897933e-4
FBgn0000448	7.619620306569361	-0.3666945129091001	0.6244606228935754	-0.5872179917605381	0.5570573104013369	0.8575832250889236
FBgn0000449	0	NA	NA	NA	NA	NA
FBgn0000451	0.6311104051534435	-0.49218563600264836	2.1897703926424383	-0.22476586479403368	0.822161422569803	NA
FBgn0000454	2699.0754911650297	0.008340397845824065	0.14131669694741145	0.059019196075095065	0.9529368185048613	0.9900503233573787
FBgn0000455	535.5806482957112	0.16297709838763239	0.16702511219646834	0.9757640407744533	0.3291814082889819	0.728664058826914
FBgn0000459	4.721197905785837	-0.49806099625922035	0.8378743764884977	-0.5944339751104176	0.552221890172157	NA
FBgn0000463	1.3251923675526447	-1.0958757096938456	1.6121562060932175	-0.6797577713325381	0.4966578492943417	NA
FBgn0000464	1545.4058490651103	0.07632846610513047	0.11578950438844805	0.6592002142876908	0.5097672093437513	0.839824323707055
FBgn0000472	2633.4995817165855	0.13703465654294567	0.2053352441867132	0.6673703634546966	0.5045355915017198	0.8361707941196364
FBgn0000473	16.16221068852313	-0.09807600306159096	0.508615605939868	-0.1928293231985221	0.8470926378557543	0.963157296464086
FBgn0000477	1.555936517493155	0.562700603757494	1.5438645307906285	0.36447537496656485	0.7155030590066719	NA
FBgn0000479	881.7436368934104	0.22407930622191216	0.12014107839502318	1.865134799981907	0.062162511756067185	0.2984554149500513
FBgn0000482	1016.7298545618958	0.04497490167801959	0.1302868164008767	0.3451991760980427	0.7299446381174264	0.932370967319113
FBgn0000489	111.80066599797253	-0.1262221026852815	0.19641470136839664	-0.6426306269638062	0.5204638051115149	0.8458279849549378
FBgn0000490	200.7148473306133	-0.8630683679530237	0.2053612348872345	-4.202683960421943	2.6376873344705873e-5	6.132254660558296e-4
FBgn0000492	0.48257124792667677	1.0316863396981317	2.44099899471611	0.4226492276036835	0.672551204345455	NA
FBgn0000497	2.2483209640962887	3.486355215456975	1.6708077837035773	2.0866285454625935	0.03692172487704342	NA
FBgn0000499	965.3041813339893	-0.023998416999725974	0.1314384137845601	-0.18258297790371722	0.8551252414830748	0.965648661633052
FBgn0000500	4.590658091007503	-0.8185285046365626	0.8661555787238727	-0.9450132571362292	0.34465210788867795	NA
FBgn0000504	7.053813110232314	-0.6884378453624518	0.9915816086012833	-0.6942825879289516	0.4875050083366687	0.8276264420965425
FBgn0000520	600.1042172068686	-0.10762362786603011	0.1922514587560277	-0.5598065604412781	0.575611388337668	0.8651445585343351
FBgn0000524	891.4345380672564	-0.3312683564366524	0.11810384884203032	-2.8048904390892466	0.005033368552842836	0.04969481193987061
FBgn0000527	136.81843475849834	0.578906842909367	0.20885048366513437	2.7718721678307037	0.0055734919273212075	0.05356601998971641
FBgn0000529	0.5022526557833337	0.7934131750986626	2.6810913705522292	0.2959291816060867	0.767284164936602	NA
FBgn0000533	6.6949132796504935	-0.3394892553404456	0.736841110366001	-0.4607360400559298	0.6449879947165977	0.899326995846099
FBgn0000535	177.5714659505671	0.7121476887085073	0.23676372820212513	3.0078411677169865	0.002631106119407388	0.029354820686096097
FBgn0000536	871.5745732963136	-0.04399589939828946	0.1522289514584334	-0.2890113804029103	0.772572668709593	0.9455837485220812
FBgn0000541	4907.534972269264	0.12212965914045681	0.19649481350876505	0.6215413880886427	0.5342434716153008	0.8503316971293103
FBgn0000542	161.25236606897138	-0.04114829906432411	0.21021800476864613	-0.19574107893189055	0.8448128299631329	0.963157296464086
FBgn0000543	727.2520140091108	-0.17231578275964043	0.1572227521250303	-1.095997751156318	0.27307975861923645	0.6752355409946242
FBgn0000546	937.5161500079697	0.12754328858866962	0.13530356384118525	0.9426454482631043	0.345862284973196	0.7407647446813973
FBgn0000547	341.81802190302216	-0.5314389811257508	0.20081471460560746	-2.646414542726498	0.008135005685914834	0.0721061260105103
FBgn0000551	1.6186090396782191	-0.027778604852443288	1.5794876433797513	-0.017587098556214893	0.9859682489472883	NA
FBgn0000552	0	NA	NA	NA	NA	NA
FBgn0000556	196243.90431697966	0.192102389618263	0.11316860226436176	1.6974884002676995	0.08960436229687994	0.37438609809082923
FBgn0000557	43.73413082359376	-0.3082832673865773	0.2837563567076609	-1.0864365153383513	0.2772859136934532	0.6796577652561009
FBgn0000559	107460.01909887485	-0.016918605903303144	0.1119943057752752	-0.15106666170377955	0.8799231307489089	0.9752096425358064
FBgn0000560	0.33091853622728834	0.13711892619570001	3.510845154757403	0.039055817090051875	0.968845886925535	NA
FBgn0000562	1459.2751425308988	0.133243880843086	0.1101964441103231	1.2091486428517508	0.22660574419959184	0.6191501004122393
FBgn0000564	0	NA	NA	NA	NA	NA
FBgn0000565	602.0882558660945	-0.74369933788097	0.1814115882354443	-4.099513956714622	4.14018703940641e-5	9.020622180361139e-4
FBgn0000566	798.3232117264005	-0.14405388816194215	0.13759159077061503	-1.0469672409130053	0.2951146873587033	0.6974642197630448
FBgn0000567	261.17791982277623	1.2264184326735916	0.1692464146591454	7.246348084498822	4.281589095644516e-13	4.0960535681665874e-11
FBgn0000568	3629.219437847386	0.2090788308645156	0.21840117287043165	0.9573155130835922	0.3384080276155106	0.7344380740140534
FBgn0000575	1422.247696616876	-0.31193728753608047	0.1737683196294646	-1.7951332452384927	0.07263247306522917	0.3280087212815531
FBgn0000576	0	NA	NA	NA	NA	NA
FBgn0000577	0.34939796645717247	1.8144649833294049	3.3733870304503935	0.5378763145025636	0.5906624414057289	NA
FBgn0000578	5449.576093651893	0.325669186707753	0.11248839254925558	2.8951359276038318	0.003789943807639605	0.03923346058580153
FBgn0000579	8747.448377396287	-0.4688825158818783	0.13357133226519444	-3.510352917278329	4.475123083684202e-4	0.0068847411137714625
FBgn0000581	3447.5268695377686	0.1561236292700827	0.11934936290432598	1.3081228543736432	0.19083164284613646	0.5699304756345155
FBgn0000588	339.93338618480243	0.17209936319700145	0.1578565538720745	1.0902262780705905	0.2756134805190273	0.6778755905318747
FBgn0000591	0.12550451503307908	0.7724101892307986	3.8134257311318924	0.20255021172302562	0.8394866085070972	NA
FBgn0000592	3.2352001993839057	0.1001748308385017	1.067809026726927	0.09381343323680258	0.9252573605687051	NA
FBgn0000594	21.50528093345098	0.39651954960265723	0.4656298130054429	0.8515768074283984	0.39444901656491727	0.7707573338765177
FBgn0000606	0.8801006189360382	0.17157333653587672	2.074210612353363	0.08271741332053674	0.9340762384951918	NA
FBgn0000611	1381.1130336911558	0.21118233778130882	0.1133982346834749	1.8623071017884516	0.06255981502096826	0.29976127830714955
FBgn0000615	382.4570142931746	0.04888782956128663	0.1959647775764089	0.2494725336149998	0.8029952843787247	0.9542017374736692
FBgn0000617	819.3886213671366	-0.06459913003015705	0.16191012254467038	-0.3989814164480939	0.6899068973194271	0.9158867662812209
FBgn0000618	151.7200266516804	-0.3055333809361871	0.19325322616927723	-1.5810001571128223	0.1138780018119335	0.43082118594578295
FBgn0000625	0.46409181769679264	-0.4093275279430839	2.455427395113654	-0.1667031689707679	0.8676036119532446	NA
FBgn0000629	1117.350005013142	0.13602123319442092	0.12933044086263767	1.0517340874055285	0.29292156709330713	0.6959545392165452
FBgn0000630	20.76922797392261	0.12284839707805988	0.47925056118921455	0.2563343833614369	0.7976926498442236	0.9525986198314699
FBgn0000633	24.665116647349482	-1.0669882651630491	0.38204395370518324	-2.7928416477084874	0.0052247261763631115	0.05091966740734213
FBgn0000634	352.3051036741792	-0.3769665907121437	0.14690466657274281	-2.5660627365127375	0.010286022228232224	0.0864753161672493
FBgn0000635	153.58986533927794	-0.4624239471772481	0.3353210331967541	-1.3790484383540433	0.1678798198060623	0.5311812077749712
FBgn0000636	50.05556923614417	0.2840252921239487	0.27085240616876116	1.0486349231358862	0.2943461761439913	0.6967699727094537
FBgn0000639	0.8823489466572274	1.7586331484358506	2.0839606674531574	0.8438897988344017	0.39873098914402083	NA
FBgn0000640	1.067880391441566	0.32580099014500535	2.1791990587051266	0.14950492422596554	0.8811552240671309	NA
FBgn0000644	6.040343823748122	1.0112992192657837	0.7678091994174199	1.3171230821838464	0.1877973710864046	NA
FBgn0000658	3.9539305750251676	-0.6179296113220842	0.865997859801387	-0.7135463492528767	0.47550774298616283	NA
FBgn0000659	2.169287693829243	-0.9601755687213835	1.1861405913164123	-0.8094955823539887	0.41823014284912396	NA
FBgn0000662	1177.0243563933213	0.13225397690438132	0.10023363006768361	1.319457120480179	0.18701633633885498	0.5643385491483797
FBgn0000667	1500.482494368838	0.10802504969033568	0.15900456542465405	0.6793833208614658	0.4968950152477356	0.8321760756313729
FBgn0000709	2264.8015511643252	0.15768503353834495	0.11784173681198816	1.3381085327172766	0.1808610596544428	0.5530149153210607
FBgn0000711	1054.2211736429344	-0.049343137249956585	0.1256058546909214	-0.39284106120192686	0.6944368752437178	0.9163004825890423
FBgn0000715	0.16701858745665085	-0.19913346421750142	3.8078108436245537	-0.052296049461309786	0.9582928010847912	NA
FBgn0000719	2103.486691636774	0.1183619632184014	0.11503813581387701	1.0288932655332845	0.30352983332425354	0.7058588519682067
FBgn0000721	930.3960841030446	-0.08392306604448785	0.10665312176751994	-0.7868786647185204	0.4313528980919773	0.7944567760167132
FBgn0000723	2013.9180875397597	0.07379670407815751	0.1207006832295121	0.6114025381101881	0.5409331227712753	0.8528439659108132
FBgn0000808	130.7073705622564	0.022625563031991452	0.19069459554169765	0.11864816078148425	0.9055541080242163	0.9806296371436178
FBgn0000810	291.93735746063373	0.03747686718125374	0.23132251777977886	0.16201132315588945	0.8712969370839211	0.9713638458961252
FBgn0000826	125.67270911078512	-0.598380831054199	0.2036399283193533	-2.9384258578003575	0.003298835502130869	0.03511024026117036
FBgn0000927	33.96583969484677	-0.27642461390282325	0.3720873166899212	-0.7429025433113099	0.4575406857985922	0.8129326419478157
FBgn0000928	677.6131234726103	-0.4700454508987625	0.13282756302135934	-3.538764396537011	4.0200447544076827e-4	0.006277454501113535
