rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0000308	16758.116975813584	-0.03152124926893224	0.12400939588735814	-0.2541661909839807	0.7993671687847116	0.9536383762865959
FBgn0000313	58.39294439318345	-0.01169104915329134	0.15723247883762784	-0.07434726345192022	0.9407340702681128	0.9890152728500493
FBgn0000316	1.906787471687594	0.017142152664558454	0.07442575383698383	0.22806599689593718	0.8195949340535953	NA
FBgn0000317	1436.6804845246409	0.06295305005564754	0.11172353650444702	0.56343146773678765	0.5731411144544645	0.8644813136313034
FBgn0000318	906.7536161327919	-0.2159089281680246	0.11905357934132148	-1.8133717635788742	0.06977450156975055	0.3197370048719641
FBgn0000319	14032.90584677287	-0.0218468722155757	0.10637686700514486	-0.20537127979321534	0.8372820574230264	0.961730411804009
FBgn0000320	1.1618079734189177	0.01971048280927949	0.055380170240355076	0.38693435523409075	0.6988048065524533	NA
FBgn0000326	269.3686061438965	-0.13523719388191474	0.12085209097494762	-1.118774633439119	0.26323629605351717	0.6633108362256808
FBgn0000330	227.23039666720376	0.13675808068385686	0.13648290747343805	1.0026275936200744	0.31604057702295724	0.7181014803609262
FBgn0000337	25.32923182669851	-0.002916990966048232	0.1649657017462774	-0.017746994512195486	0.9858406903414509	0.9963754785321065
FBgn0000338	1832.904011006137	-0.1528992764354341	0.13409349873724358	-1.1399258186916155	0.25431720752120035	0.6540907798609026
FBgn0000339	565.9486722534722	-0.006704740734406611	0.13453338502024687	-0.04980941936367592	0.960274260435307	0.9904155912765662
FBgn0000346	94.01267522433287	-0.44946968700294226	0.1524733561200237	-2.943725443124751	0.0032428754285627106	0.03464756378938054
FBgn0000351	34.31752076079773	-0.19671301328131593	0.16625580801190476	-1.1842063536538425	0.2363313876559536	0.6334579324268383
FBgn0000352	837.4274258010031	-0.03758822771680976	0.0979285018052148	-0.38385152393119676	0.7010884972932073	0.9182188519111241
FBgn0000355	0.37219801299984273	0.012162525693767537	0.03772153080852118	0.26339703009632875	0.7922445794523392	NA
FBgn0000356	0	NA	NA	NA	NA	NA
FBgn0000357	3.4120632979214776	-0.04558976211188237	0.10614659020033411	-0.4259450223785159	0.670147907221273	NA
FBgn0000358	0.0796749105101128	0.005575987830531205	0.02876341330384307	0.18868708880271257	0.8503380714592127	NA
FBgn0000359	0.5124565886367813	0.021168060979291973	0.045155346112299106	0.4391371828294153	0.6605621382685994	NA
FBgn0000360	0.6550963661882728	-5.991777252987787e-4	0.04268691839553836	-0.020316611522563574	0.9837908044432877	NA
FBgn0000363	3.1983903478174733	0.005589949052828235	0.10112234593803907	0.05450791216991125	0.9565305049630426	NA
FBgn0000370	11183.343311542609	0.08461016589985233	0.1003567631319428	0.8431158899038246	0.3991636327558988	0.7742341914302833
FBgn0000376	1250.2190762953578	-0.07638084812646573	0.1172945529087489	-0.6512872177601152	0.5148610980720194	0.8432279568835139
FBgn0000377	892.7831454175648	-0.07884233965166484	0.10410871472918537	-0.7574472813977648	0.44878193862162075	0.8084874621531926
FBgn0000382	733.1715758232037	0.10614923297446444	0.12041512680852529	0.88160886449491	0.37798835976610595	0.7612808147059964
FBgn0000384	598.7715358061396	-0.017025131032875084	0.13228551245313433	-0.12868109324658272	0.8976099964161011	0.9782385753792339
FBgn0000392	1080.2270178158885	-0.4204723961858616	0.09863742080125146	-4.262548668927971	2.0210846165173e-5	4.889967227695781e-4
FBgn0000394	621.778335326083	0.16435301153652238	0.11091385413002268	1.4821902580681332	0.13828967798537567	0.47839628133281675
FBgn0000395	496.8749067951156	0.27428859580042037	0.14763941800717115	1.859669663311697	0.06293227661620669	0.30050793934405523
FBgn0000404	2429.4518011551263	-0.05833301704422499	0.09247263950165237	-0.6307847308236735	0.5281812885151634	0.84825832126369
FBgn0000405	2318.162568449112	-0.4666987105578294	0.10574307193876208	-4.412206251518655	1.0232256809102758e-5	2.6696888220113557e-4
FBgn0000406	265.5082072197056	1.1650154606320815	0.16342259511635485	7.274146487039023	3.4861753105372704e-13	3.454218703524012e-11
FBgn0000409	4201.616131330039	0.0924450473087175	0.10139265455917387	0.9118103877426974	0.3618685411311872	0.7488851986748981
FBgn0000411	0	NA	NA	NA	NA	NA
FBgn0000412	2799.1454130172215	-0.21047142202809868	0.09983066738433963	-2.1080747431689044	0.035024524738444134	0.20586802217377861
FBgn0000413	2709.401773538601	0.006085145120556663	0.1257227819168875	0.048407834581699144	0.9613912155333965	0.9904155912765662
FBgn0000414	2340.5108785044727	0.2210010131400435	0.09345289165112206	2.3649420652962694	0.018032891620104276	0.13122000497778402
FBgn0000416	38598.401058965836	0.3522313982281	0.07199239133602628	4.892812426939773	9.940513709733253e-7	3.2318318596136667e-5
FBgn0000422	6.742653955687281	-0.08613071807761681	0.13132212581808647	-0.6493030889082684	0.5161424895910799	0.8439501047805968
FBgn0000426	698.1853519332976	-0.16263411466035557	0.12435491384673225	-1.3071806606721699	0.19115136200933772	0.5699994587362678
FBgn0000427	0.19004814543694687	0.005575987830531204	0.02876341330384307	0.2025502117230256	0.8394866085070973	NA
FBgn0000439	0	NA	NA	NA	NA	NA
FBgn0000442	3.5897609042414413	-0.0373977452107594	0.10350788539284744	-0.35954394762913366	0.719188207186112	NA
FBgn0000447	619.7669357228342	-0.4679067191029018	0.10519291108555591	-4.44682906697836	8.71471275575692e-6	2.3397598150375756e-4
FBgn0000448	7.619620306569361	-0.08060470495275424	0.13778074542614938	-0.5872179918260144	0.5570573103573679	0.8575832250591948
FBgn0000449	0	NA	NA	NA	NA	NA
FBgn0000451	0.6311104051534435	-0.012475325943329911	0.04881844514946361	-0.2247658648169612	0.8221614225519658	NA
FBgn0000454	2699.0754911650297	0.007064114220922186	0.11970651255106406	0.059019196070668335	0.9529368185083873	0.990050323361042
FBgn0000455	535.5806482957112	0.1300395941336091	0.13337434689358366	0.9757640407242585	0.3291814083138618	0.7286640588819872
FBgn0000459	4.721197905785837	-0.06792534665610477	0.11383020330768713	-0.5944339751667757	0.5522218901344722	NA
FBgn0000463	1.3251923675526447	-0.043362412370331074	0.06625544354955552	-0.6797577713958414	0.4966578492542523	NA
FBgn0000464	1545.4058490651103	0.06807309953589101	0.1032710516167074	0.6592002142813134	0.509767209347846	0.8398243237138009
FBgn0000472	2633.4995817165855	0.09917534499022775	0.14866984835831518	0.6673703633705347	0.5045355915554653	0.8361707942087092
FBgn0000473	16.16221068852313	-0.029265716646056393	0.15229648900263618	-0.19282932319710816	0.8470926378568616	0.9631572964640789
FBgn0000477	1.555936517493155	0.02347541371211088	0.06948864850251572	0.36447537499441957	0.7155030589858753	NA
FBgn0000479	881.7436368934104	0.19815673720356486	0.10626147574292538	1.8651347999967078	0.062162511753993066	0.29845541488585586
FBgn0000482	1016.7298545618958	0.038980688848706466	0.11295271325972574	0.34519917608743067	0.7299446381254039	0.9323709673293028
FBgn0000489	111.80066599797253	-0.09345702968422193	0.1456536819007764	-0.6426306270122986	0.5204638050800419	0.8458279849613111
FBgn0000490	200.7148473306133	-0.6259237350449081	0.1486596035424132	-4.202683960294067	2.6376873359611684e-5	6.132254664023689e-4
FBgn0000492	0.48257124792667677	0.020711360908513336	0.044638499880434376	0.42264922765228313	0.6725512043099915	NA
FBgn0000497	2.2483209640962887	0.1322327426821508	0.07634232564111969	2.0866285455462283	0.03692172486947745	NA
FBgn0000499	965.3041813339893	-0.020752893058002056	0.11368533477376808	-0.18258297789866165	0.8551252414870419	0.965648661640821
FBgn0000500	4.590658091007503	-0.10486837535312046	0.11126115155621442	-0.9450132571954383	0.3446521078584503	NA
FBgn0000504	7.053813110232314	-0.0727104177104562	0.1002252027830194	-0.6942825879053824	0.4875050083514466	0.8276264420316982
FBgn0000520	600.1042172068686	-0.08063609548686267	0.14410905903863708	-0.5598065603934993	0.575611388370261	0.8651445585179457
FBgn0000524	891.4345380672564	-0.2941728184953416	0.10488747510115126	-2.8048904391228096	0.005033368552318733	0.04969481193469611
FBgn0000527	136.81843475849834	0.41388108207338214	0.14958276639177437	2.7718721678757046	0.005573491926550729	0.053566019982311454
FBgn0000529	0.5022526557833337	0.010972125000694633	0.04087825643503698	0.29592918163633947	0.7672841649134979	NA
FBgn0000533	6.6949132796504935	-0.05791464686327225	0.12451450984110987	-0.4607360400904676	0.6449879946918156	0.8993269958950729
FBgn0000535	177.5714659505671	0.47065384203965405	0.15697904558911324	3.0078411675672023	0.002631106120704123	0.029354820700563562
FBgn0000536	871.5745732963136	-0.03638973329807472	0.12586472647651295	-0.289011380385916	0.7725726687225978	0.9455837485084283
FBgn0000541	4907.534972269264	0.09050356178884846	0.14565638775877848	0.6215413880106464	0.534243471666602	0.8503316970617119
FBgn0000542	161.25236606897138	-0.029377581949282597	0.15021785329593673	-0.1957410789297714	0.8448128299647917	0.9631572964640789
FBgn0000543	727.2520140091108	-0.14082319338472088	0.12851416445795488	-1.095997751096201	0.27307975864554507	0.6752355410596766
FBgn0000546	937.5161500079697	0.109423339941807	0.11608549644324305	0.9426454482304125	0.3458622849899232	0.7407647447172235
FBgn0000547	341.81802190302216	-0.3897883305406964	0.1471787041533083	-2.6464145425328702	0.008135005690571923	0.07210612605178927
FBgn0000551	1.6186090396782191	-0.0011434203161012509	0.06703764989464235	-0.01758709854632738	0.9859682489551761	NA
FBgn0000552	0	NA	NA	NA	NA	NA
FBgn0000556	196243.90431697966	0.1721518671519257	0.1014262481491543	1.697488400194392	0.08960436231072792	0.374386098148689
FBgn0000557	43.73413082359376	-0.17896701760573142	0.16425420375100702	-1.086436515443759	0.2772859136468406	0.6796577652220435
FBgn0000559	107460.01909887485	-0.015195787574238133	0.10058932798395667	-0.15106666169763328	0.8799231307537574	0.9752096425259761
FBgn0000560	0.33091853622728834	0.00110031068303751	0.03125484483042532	0.03905581709351671	0.9688458869227725	NA
FBgn0000562	1459.2751425308988	0.12005049012233131	0.09929238610519382	1.2091486428653617	0.2266057441943637	0.6191501003368249
FBgn0000564	0	NA	NA	NA	NA	NA
FBgn0000565	602.0882558660945	-0.5737927888399248	0.13981750971953533	-4.099513956397471	4.1401870450795826e-5	9.020622192721824e-4
FBgn0000566	798.3232117264005	-0.12301636882341865	0.1174913731843333	-1.0469672408861683	0.29511468737108126	0.6974642197970264
FBgn0000567	261.17791982277623	0.97300580864562	0.13391203855127354	7.246348084563581	4.2815890935983867e-13	4.096053566209123e-11
FBgn0000568	3629.219437847386	0.1459392656462821	0.1526002218435686	0.9573155129555475	0.33840802768012007	0.7344380741542736
FBgn0000575	1422.247696616876	-0.24525047239389638	0.13651198185801508	-1.7951332450624118	0.07263247309327671	0.32800872140821596
FBgn0000576	0	NA	NA	NA	NA	NA
FBgn0000577	0.34939796645717247	0.017108196741347052	0.03241137101784421	0.5378763145344937	0.5906624413836834	NA
FBgn0000578	5449.576093651893	0.2921894307504548	0.10093877137472428	2.8951359275170354	0.003789943808687588	0.03923346059665024
FBgn0000579	8747.448377396287	-0.40391779350013823	0.11502170581218336	-3.5103529170214247	4.475123088008322e-4	0.006884741120423893
FBgn0000581	3447.5268695377686	0.1382971422093239	0.10573249139538825	1.3081228543224699	0.19083164286349066	0.5699304755379498
FBgn0000588	339.93338618480243	0.14033175310240167	0.12881278411809868	1.09022627806475	0.27561348052159923	0.6778755905382005
FBgn0000591	0.12550451503307908	0.005575987830531202	0.02876341330384307	0.2025502117230256	0.8394866085070973	NA
FBgn0000592	3.2352001993839057	0.008944337297368037	0.0945547873315629	0.09381343323451359	0.9252573605705234	NA
FBgn0000594	21.50528093345098	0.13411154227845296	0.15756189184369546	0.8515768074436646	0.39444901655644105	0.7707573338057212
FBgn0000606	0.8801006189360382	0.00412855845064738	0.05217437718344507	0.08271741334071406	0.9340762384791477	NA
FBgn0000611	1381.1130336911558	0.18919740003113558	0.10158155133853805	1.8623071017943817	0.06255981502013284	0.2997612783031466
FBgn0000615	382.4570142931746	0.03630297059766215	0.14546324205942443	0.24947253359735	0.8029952843923758	0.9542017374635194
FBgn0000617	819.3886213671366	-0.0522084255209791	0.13089472975706037	-0.39898141641871127	0.6899068973410774	0.9158867662560087
FBgn0000618	151.7200266516804	-0.22862746051325564	0.14450949344113695	-1.581000157153747	0.11387800180257614	0.4308211859103824
FBgn0000625	0.46409181769679264	-0.00804470009072331	0.04418148210753002	-0.16670316898983986	0.8676036119382374	NA
FBgn0000629	1117.350005013142	0.11811830839393023	0.11233835096184272	1.051734087381097	0.29292156710451944	0.6959545391696769
FBgn0000630	20.76922797392261	0.039616500313447565	0.15585554311207597	0.2563343833647252	0.7976926498416848	0.9525986198388952
FBgn0000633	24.665116647349482	-0.4632117238563173	0.16482230353523347	-2.792841647944296	0.005224726172554564	0.0509196673702244
FBgn0000634	352.3051036741792	-0.31560581293937334	0.12294245563124631	-2.566062736550485	0.010286022227112833	0.08647531615783849
FBgn0000635	153.58986533927794	-0.22990918639350572	0.16629492717809963	-1.3790484382070816	0.1678798198513708	0.531181207668734
FBgn0000636	50.05556923614417	0.1709440658116523	0.16277027050429851	1.0486349232108132	0.2943461761094932	0.6967699726277906
FBgn0000639	0.8823489466572274	0.03850293939674003	0.053585520757769484	0.8438897989059443	0.3987309891040389	NA
FBgn0000640	1.067880391441566	0.007541093106252992	0.049869296708611115	0.14950492423046963	0.881155224063577	NA
FBgn0000644	6.040343823748122	0.15889837503995932	0.12428908196642027	1.3171230823122388	0.18779737104337474	NA
FBgn0000658	3.9539305750251676	-0.08111384240688434	0.11113195323477593	-0.7135463493258254	0.4755077429410397	NA
FBgn0000659	2.169287693829243	-0.07328734282693311	0.08664592762011179	-0.8094955824265819	0.4182301428073849	NA
FBgn0000662	1177.0243563933213	0.12124144376569992	0.091883350355854	1.3194571205614443	0.1870163363117031	0.5643385490323166
FBgn0000667	1500.482494368838	0.08789212398426433	0.12942222662286698	0.6793833208049103	0.4968950152835608	0.8321760757216793
FBgn0000709	2264.8015511643252	0.1400771351257421	0.10469551762374633	1.3381085326808502	0.18086105966631538	0.5530149153573634
FBgn0000711	1054.2211736429344	-0.0431959372837622	0.10992992344167546	-0.3928410611944945	0.6944368752492076	0.9163004825824986
FBgn0000715	0.16701858745665085	-0.001821625992203885	0.028813145283720403	-0.05229604946130974	0.9582928010847913	NA
FBgn0000719	2103.486691636774	0.10570481195166366	0.10274414641551737	1.028893265514626	0.30352983333302247	0.7058588519763943
FBgn0000721	930.3960841030446	-0.07609663558463774	0.09671205805043172	-0.7868786647601611	0.43135289806759897	0.7944567759718136
FBgn0000723	2013.9180875397597	0.06519913716913962	0.10665317178592318	0.6114025380915399	0.5409331227836178	0.8528439659108077
FBgn0000808	130.7073705622564	0.01703113506855769	0.14351223712662778	0.11864816078981726	0.9055541080176142	0.9806296371488162
FBgn0000810	291.93735746063373	0.025293758286810537	0.15590533877771542	0.1620113231408953	0.8712969370957288	0.9713638458849441
FBgn0000826	125.67270911078512	-0.4350373725168385	0.14813535641317627	-2.9384258578955027	0.0032988355011183516	0.035110240250393915
FBgn0000927	33.96583969484677	-0.12195914372833506	0.16523854233777233	-0.7429025433413731	0.4575406857803897	0.812932641911904
